_id,151a
ge797402,"Sady Svatopluka Čecha (Chrást, Plzeň, Česko)"
ge797420,Mitterfels (Německo)
ge797422,Dinkelsbühl (Německo)
ge797485,Kraljevica (Chorvatsko)
ge797497,Domkov (Česko : zaniklá obec)
ge797551,"Bardejovské Kúpele (Bardejov, Slovensko)"
ge797875,Vsevoložsk (Rusko)
ge797879,Vsevoložsk (Rusko : oblast)
ge797940,Jaśliska (Polsko)
ge798075,Malé Kosihy (Slovensko)
ge798076,Kastanás (Řecko)
ge798077,Přírodní rezervace Jezírka (Česko)
ge798078,Přírodní rezervace Třímanské skály (Česko)
ge798079,Přírodní park Kamínky (Česko)
ge798080,Přírodní rezervace Zvoníčkovna (Česko)
ge798081,Naučná stezka Hradišťský vrch (Česko)
ge798082,Přírodní rezervace Hradištský vrch (Česko)
ge798228,"Smiradice (Sousedovice, Česko)"
ge798369,Rakousko východní
ge798386,Hierapolis (zaniklé město)
ge798387,Pamukkale (Turecko)
ge798393,Alentejo (Portugalsko)
xx0181222,Karwendel (Německo a Rakousko : pohoří)
xx0181223,Leoganger Steinberge (Rakousko : pohoří)
xx0181224,Loferer Steinberge (Rakousko : pohoří)
ge798486,Siófok (Maďarsko)
ge798490,"Balatonszéplak (Siófok, Maďarsko)"
ge798536,Hărman (Rumunsko)
ge798814,"Ziegenhain (Schwalmstadt, Německo)"
ge798821,Karakalpakstán (Uzbekistán)
ge798830,Chilaw (Srí Lanka)
ge798925,"Slovanské údolí (Plzeň, Česko)"
ge799153,Závořice (Česko : zaniklá obec)
ge799170,Kuang-tung (Čína : provincie)
ge799174,"Xiquiao (Foshan, Čína)"
ge799178,Uličské Krivé (Slovensko)
ge799212,"Provodov (Zlín, Česko : oblast)"
ge799232,Wiener Neustadt-Land (Rakousko : okres)
ge799254,Krasnodar (Rusko)
ge799259,Petropavlovsk-Kamčatskij (Rusko)
ge799260,Po památkách světového kulturního dědictví UNESCO (Rakousko : turistická trasa)
ge799262,Jordanville (New York)
ge799267,Nibelungengau (Rakousko)
ge799274,"Kremstal (Dolní Rakousko, Rakousko : údolí)"
ge799294,Sachalinská oblast (Rusko)
ge799295,Kamenec (Německo)
ge799297,Bilthoven (Nizozemsko)
ge799299,Machida (Japonsko)
ge799302,Tengelic (Maďarsko)
ge799338,Yspertal (Rakousko)
ge799347,Dunkelsteinerwald (Rakousko)
ge799352,Yspertal-oblast (Rakousko)
ge799366,"Hoher Sonnblick (Vysoké Taury, Rakousko : hora)"
ge799409,Ingrie (Rusko)
ge799452,Rust (Rakousko)
ge799453,Rust-oblast (Rakousko)
ge799490,Sopron (Maďarsko : oblast)
ge799491,Národní park Neziderské jezero - Seewinkel (Maďarsko a Rakousko)
ge799493,Národní park Fertő-Hanság (Maďarsko)
ge799508,Litavské hory (Rakousko)
ge799513,Klosterneuburg-oblast (Rakousko)
ge799519,"Kahlenberg (Vídeňský les, Rakousko : vrch)"
ge799618,Manipala (Indie)
ge799623,Přírodní park Manětínská (Česko)
ge799630,Bezdružická vrchovina (Česko)
ge799633,"Stěnský vrch (Bezdružická vrchovina, Česko)"
ge799853,Merv (zaniklé město)
ge799855,Salto Ángel (Venezuela : vodopád)
ge799858,Národní park Canaima (Venezuela)
ge799862,Roraima (Guyanská vysočina : hora)
ge799863,Isla Margarita (Venezuela : ostrov)
ge799959,"Nesměřice (Zruč nad Sázavou, Česko)"
ge799960,"Kačerov (Zdobnice, Česko)"
ge799962,"Albrechtice u Rýmařova (Břidličná, Česko)"
ge799963,"Linhartovy (Město Albrechtice, Česko)"
ge800073,Kaprun (Rakousko)
ge800075,Kaprun-oblast (Rakousko)
ge800128,Rheinau (Švýcarsko)
ge800148,Neualbenreuth (Německo)
ge800149,Markkleeberg (Německo)
ge800153,Marmarský ostrov (Turecko)
ge800154,Žlutická vrchovina (Česko)
ge800155,"Zámecký vrch (Žlutická vrchovina, Česko)"
ge800156,Konická vrchovina (Česko)
ge800186,Trindade (Brazílie : ostrov)
ge800212,Sáva (řeka)
ge800214,Sáva (řeka : oblast)
ge800241,"Kladruby (Rokycany, Česko : oblast)"
ge800260,Merklínská pahorkatina (Česko)
ge800261,"Srnčí vrch (Merklínská pahorkatina, Česko)"
ge800262,Klatovská kotlina (Česko)
ge800264,Radyňská vrchovina (Česko)
ge800265,Rokycanská pahorkatina (Česko)
ge800461,Alpsko-jadranská cyklostezka (Rakousko a Itálie)
ge800466,Nowy Kisielin (Polsko)
ge800469,Stary Kisielin (Polsko)
ge800480,Svratka (Česko : oblast)
ge800491,Alpsko-jadranská turistická stezka
ge801045,Ochotské moře
ge801121,Baja California Sur (Mexiko)
ge801133,Kalifornský poloostrov (Mexiko)
ge801200,"Panské pole (Rokytnice v Orlických horách, Česko)"
ge801201,Nerpio (Španělsko)
ge801207,"Polom (Sedloňov, Česko)"
ge801215,"Přím (Javornice, Rychnov nad Kněžnou, Česko)"
ge801216,"Valdov (Nová Paka, Česko)"
ge801291,"Jáchymov (Náklo, Česko)"
ge801325,Znamensk (Rusko : oblast)
ge801337,"Dříš (Deštné v Orlických horách, Česko)"
ge801348,Świebodzice (Polsko)
ge801352,Waldorf (Česko : zaniklá obec)
ge801353,"Ležnička (Horní Slavkov, Česko)"
ge801436,"Sankt Pankrazen (Gschnaidt, Rakousko)"
ge801466,"Terz (St. Aegyd am Neuwalde, Rakousko)"
ge801562,Gschnaidt (Rakousko)
ge801566,Savudrija (Chorvatsko)
ge801567,St. Aegyd am Neuwalde (Rakousko)
ge801726,Mayen (Německo)
ge801730,Gross Strömkendorf (Německo)
ge801735,Medgidia (Rumunsko)
ge801740,Cernavodă (Rumunsko)
ge801780,Atapuerca (Španělsko : archeologická lokalita)
ge801807,Beskid Wyspowy (Polsko : pohoří)
ge802203,"Březina (Hořepník, Česko)"
ge802205,"Horní Hrachovice (Dolní Hrachovice, Česko)"
ge802207,"Hrutkov (Hospříz, Česko)"
ge802208,"Nové Dvory (Dolní Hořice, Česko)"
ge802209,"Nový Smokovec (Vysoké Tatry, Slovensko)"
ge802210,Omaha (Nebraska)
ge802213,"Panské Mlýny (Černovice, Pelhřimov, Česko)"
ge802215,"Popelištná (Červená Řečice, Česko)"
ge802216,"Proseč-Obořiště (Nová Cerekev, Czechia)"
ge802218,Pšovlky (Česko)
ge802240,Greenville (Jižní Karolína)
ge802242,Greenville County (Jižní Karolína)
ge802319,Nauplion (Řecko)
ge802515,Strančice (Česko : oblast)
ge802519,"Otice (Strančice, Česko)"
ge802524,"Předboř (Strančice, Česko)"
ge802605,Rádlo (Česko : oblast)
ge802721,Knínice u Boskovic (Česko)
ge802799,Góra Świętej Anny (Polsko : hora : oblast)
ge802909,Merionethshire (Wales)
ge803173,"Chlum (Rokycany, Česko : oblast)"
ge803174,Národní přírodní rezervace Chlumská stráň (Česko)
ge803179,Národní přírodní rezervace Kohoutov (Česko)
ge803184,Národní přírodní památka Pastviště u Fínů (Česko)
ge803198,Přírodní rezervace Brčálnické mokřady (Česko)
ge803256,"Sokolská ulice (Česká Lípa, Česko)"
ge803378,Rouchovany (Česko : oblast)
ge803380,"Modlibohov (Český Dub, Česko)"
ge803390,Mnichovský potok (Česko)
ge803403,"Šemíkovice (Rouchovany, Česko)"
ge803404,Moáb
ge803407,Mitanni
ge803408,Brčálník (Česko : naučná stezka)
ge803619,Strumica (Makedonie : oblast)
ge803685,Kladensko-rakovnická pánev (Česko)
ge803711,San Miguel de Allende (Mexiko)
ge803936,Morat (Švýcarsko : jezero)
ge803937,Morat (Švýcarsko : jezero : oblast)
ge803939,Quiberon (Francie)
ge803942,Přírodní rezervace Fajmanovy skály a Klenky (Česko)
ge803944,"Čížkov (Plzeň-jih, Česko : oblast)"
ge804162,Mont Beuvray (Francie : vrch)
ge804170,Přírodní rezervace Chynínské buky (Česko)
ge804173,Přírodní rezervace Kamenný rybník (Česko)
ge804197,Ostrovec-Lhotka (Česko : oblast)
ge804203,Přírodní rezervace Lípa (Česko)
ge804206,"Milínov (Plzeň-jih, Česko : oblast)"
ge804212,Přírodní rezervace Lopata (Česko)
ge804317,"Libosváry (Loukov, Kroměříž, Česko)"
ge804325,Bělotín (Česko : oblast)
ge804336,"Lučice (Bělotín, Česko)"
ge804338,"Nejdek (Bělotín, Česko)"
ge804383,Zeleneč (Česko)
ge804385,"Mstětice (Zeleneč, Česko)"
ge804387,"Mstětice (Maršovice, Benešov, Česko)"
ge804392,Přírodní rezervace Losenice (Česko)
ge804394,Přírodní rezervace Losenice II (Česko)
ge804682,Rašeliník (Česko : potok)
ge804684,Rašeliník (Česko : potok : povodí)
ge804695,Nagold (Německo)
ge804698,Přírodní rezervace Nebe (Česko)
ge804699,Přírodní rezervace Onen svět (Česko)
ge804703,Přírodní rezervace Páteříková Huť (Česko)
ge804726,"Křížový vrch (Stříbro, Česko)"
ge804733,Přírodní rezervace Pod Volfštejnem (Česko)
ge804738,Zlatá Koruna-oblast (Česko)
ge804789,Obora Fláje (Česko)
ge804790,Rašeliník (Česko : potok : horní tok)
ge804962,Poterjajevka (Rusko)
ge804972,Pantanal (Brazílie : přírodní rezervace)
ge805078,"Račí (Horní Vltavice, Česko)"
ge805080,"Radějov (Buřenice, Česko)"
ge805081,"Skrýšov (Svatý Jan, Příbram, Česko)"
ge805083,"Střemchoví (Dolní Loučky, Česko)"
ge805085,"Šlapánov (Zvěstov, Česko)"
ge805087,"Vadčice (Dehtáře, Pelhřimov, Česko)"
ge805089,"Vahlovice (Myštice, Strakonice, Česko)"
ge805092,"Vrchy (Neustupov, Česko)"
ge805094,"Zelená Ves (Mezilesí, Pelhřimov, Česko)"
ge805095,Zvěstov (Česko)
ge805097,"Žár (Vacov, Česko)"
ge805100,Ostrov Mládeže (Kuba)
ge805174,Narva (Estonsko a Rusko : řeka)
ge805176,Narva (Estonsko a Rusko : řeka : oblast)
ge805183,Národní park Great Sand Dunes (Colorado)
ge805185,Národní park Rocky Mountain (Colorado)
ge805258,Turka (Ukrajina)
ge805260,Turka (Ukrajina : oblast)
ge805331,Mileševo (Srbsko)
ge805356,"Kozinova ulice (Plzeň, Česko)"
ge805359,"Mohylová ulice (Plzeň, Česko)"
ge805362,"Školní ulice (Plzeň, Česko)"
ge805370,Stará Plzeň a kupci (Česko : naučná stezka)
ge805373,"Kunštát (Orlické Záhoří, Česko)"
ge805499,Těžba živců na Poběžovicku (Česko : naučná stezka)
xx0182623,"Dubí (Herálec, Havlíčkův Brod, Česko)"
xx0182624,"Kocanda (Herálec, Žďár nad Sázavou, Česko)"
ge805553,Národní park Mesa Verde (Colorado)
ge805556,Národní park Kanha (Indie)
ge805561,Národní památník Dinosaur (Utah a Colorado)
ge805565,Uinta (Utah a Wyoming : pohoří)
ge805569,Národní přírodní rezervace Velký močál (Česko)
ge805572,Nebra (Německo)
ge805574,Nürtingen (Německo)
ge805577,"Neckarhausen (Nürtingen, Německo)"
ge805725,Bačovské lesy (Česko : lesní komplex)
ge805766,Přírodní rezervace Pavlovická stráň (Česko)
ge805768,"Polánka (Plzeň-jih, Česko : oblast)"
ge805772,Přírodní rezervace Polánecký mokřad (Česko)
ge805775,Přírodní rezervace Poustka (Česko)
ge805777,Přírodní rezervace Prácheň (Česko)
ge805782,Přírodní rezervace Prameniště (Česko)
ge805783,Přírodní rezervace Přimda (Česko)
ge805797,Kozolupský potok (Česko)
ge805802,"Trpístský park (Trpísty, Česko)"
ge805803,"Borský park (Bor, Tachov, Česko)"
ge805950,Dvakačovice (Česko)
xx0182720,"Chvojnov (Pelhřimov, Česko)"
ge806227,Telšiai (Litva)
ge806376,"Radňov (Pelhřimov, Česko)"
ge806586,Národní park Darién (Panama)
ge806609,Německo západní
ge806612,Nene (Anglie : řeka)
ge806613,Nene (Anglie : řeka : oblast)
ge806619,"Pučanka (Šumavské podhůří, Česko : vrch)"
ge806623,Přírodní rezervace Pučanka (Česko)
ge806842,Přírodní rezervace Svobodova niva (Česko)
ge806845,Přírodní rezervace U rybníčků (Česko)
ge806848,"Lestkov (Tachov, Česko : oblast)"
xx0182863,"Pýchov (Nová Včelnice, Česko)"
xx0182864,Imst (Rakousko)
ge806908,Bluffton (Ohio)
ge806911,Triptis (Německo)
ge806990,Přírodní rezervace Úhlavský luh (Česko)
ge806991,Naučná stezka Úhlavským luhem (Česko)
ge806993,Přírodní rezervace V Horách (Česko)
ge806994,"Terešov (Rokycany, Česko : oblast)"
ge806995,Přírodní rezervace V Morávkách (Česko)
ge806998,Přírodní rezervace Zelenský luh (Česko)
ge807000,Přírodní rezervace Zhůřská pláň (Česko)
xx0182890,"Žibřidice (Křižany, Liberec, Česko)"
ge807051,Budyšín (Německo : oblast)
ge807063,Bad Schandau (Německo : oblast)
ge807064,Sebnitz (Německo)
ge807065,Sebnitz (Německo : oblast)
ge807066,Bastei (Německo : skalní město)
ge807067,"Königstein (Sasko, Německo : oblast)"
ge807068,Rosenthal-Bieltal (Německo : oblast)
ge807069,Tambach-Dietharz (Německo)
ge807070,Oberhof (Německo)
ge807071,Zella-Mehlis (Německo)
ge807086,"Altenberg (Sasko, Německo : oblast)"
ge807087,"Glashütte (Sasko, Německo)"
ge807088,"Glashütte (Sasko, Německo : oblast)"
ge807089,Frauenstein (Německo : oblast)
ge807094,Kysucká vrchovina (Slovensko : pohoří)
ge807115,"Dolní Nerestce (Nerestce, Česko)"
ge807116,"Hodonín (Zdíkov, Česko)"
ge807117,"Hodušín (Opařany, Česko)"
ge807118,Horní Borková (Česko : zaniklá obec)
ge807119,"Horní Hořice (Dolní Hořice, Česko)"
ge807121,"Horní Chrášťany (Lhenice, Prachatice, Česko)"
ge807122,"Horní Kouty (Mladá Vožice, Česko)"
ge807125,"Horní Kožlí (Vlachovo Březí, Česko)"
ge807126,"Horní Lhota (Dolní Žďár, Jindřichův Hradec, Česko)"
ge807128,Horní Meziříčko (Česko)
ge807129,"Horní Miletín (Lišov, Česko)"
ge807130,"Horní Nerestce (Nerestce, Česko)"
ge807132,"Horní Novosedly (Dolní Novosedly, Česko)"
ge807140,Dubňany (Česko : oblast)
ge807178,"Niederkaina (Budyšín, Německo)"
ge807180,Přírodní rezervace Zhůřský lom (Česko)
ge807181,Přírodní rezervace Zlín (Česko)
ge807185,Přírodní rezervace Žďár (Česko)
ge807189,Přírodní rezervace Žežulka (Česko)
ge807237,Dobřív (Česko : oblast)
ge807275,Potštát (Česko : oblast)
ge807293,"Chabičov (Šternberk, Česko)"
ge807305,"Horní Pole (Studená, Jindřichův Hradec, Česko)"
ge807306,Horní Příbrání (Česko : zaniklá obec)
ge807307,Horní Přísahov (Česko : zaniklá obec)
ge807311,"Horní Radíkov (Český Rudolec, Česko)"
ge807312,"Horní Slověnice (Lišov, Česko)"
ge807318,"Horní Střítež (Nová Ves u Mladé Vožice, Česko)"
ge807319,"Horní Světlá (Bradáčov, Česko)"
ge807321,Horky nad Jizerou (Česko)
ge807352,Ilmenau (Německo : oblast)
ge807356,Schmiedefeld am Rennsteig (Německo)
ge807357,Schmiedefeld am Rennsteig (Německo : oblast)
ge807371,Masserberg (Německo)
ge807372,Masserberg (Německo : oblast)
ge807375,Neuhaus am Rennweg (Německo)
ge807378,Neuhaus am Rennweg (Německo : oblast)
ge807391,Knurów (Polsko)
ge807395,"Krywałd (Knurów, Polsko)"
xx0182955,"Rohovka (Dobrá Voda, Pelhřimov, Česko)"
ge807582,Yuba City (Kalifornie)
ge807802,"Rzy (Nový Hrádek, Česko)"
ge807927,Středokluky (Česko)
ge807945,Visegrád (Maďarsko : oblast)
ge807951,Dunajské ohbí (Maďarsko)
ge807953,Trobriandské ostrovy (Papua-Nová Guinea)
ge807955,Oslo (Norsko : oblast)
ge807964,Norimberská cesta (obchodní stezka)
ge807966,"Valkenburg (Jižní Holandsko, Nizozemsko)"
ge807971,"Valkenburg (Limburg, Nizozemsko)"
ge808099,Novilara (Itálie)
ge808105,"Bukol (Vojkovice, Mělník, Česko)"
ge808107,"Horní Svince (Dolní Třebonín, Česko)"
ge808108,"Horní Záblatí (Záblatí, Prachatice, Česko)"
ge808109,"Horní Záhoří (Záhoří, Písek, Česko)"
ge808110,Hornosín (Česko)
ge808111,Hořičky (Česko : zaniklá obec)
ge808113,"Hoříkovice (Lhenice, Prachatice, Česko)"
ge808114,"Hoštice (Nemyšl, Česko)"
ge808119,"Hrabice (Vimperk, Česko)"
ge808123,Andrejšky (Česko : přírodní památka)
ge808128,Bašta (Česko : přírodní památka)
ge808132,Černošínský bor (Česko : přírodní památka)
ge808138,Čertova hráz (Česko : přírodní památka)
ge808141,Přírodní park Rohatiny (Česko)
ge808143,"Kozojedy (Plzeň-sever, Česko : oblast)"
ge808163,Trenčianské Teplice (Slovensko : oblast)
ge808400,Oberwart (Rakousko)
ge808402,Bue Marino (Itálie : jeskyně)
ge808404,Červený vrch (Česko : přírodní památka)
ge808405,"Otov (Domažlice, Česko : oblast)"
ge808409,Čiperka (Česko : přírodní památka)
ge808411,Dolejší drahy (Česko : přírodní památka)
ge808412,Nehodiv (Česko : oblast)
ge808413,"Wuxi (Jiangsu, Čína)"
ge808490,Beskid Żywiecki (Polsko a Slovensko : pohoří)
ge808632,Okcitánie
ge808634,Ejpovické útesy (Česko : přírodní památka)
ge808636,Ejpovice (Česko : oblast)
ge808639,Hádky (Česko : přírodní památka)
ge808642,Hořehledy (Česko : přírodní památka)
ge808875,"Úpořský potok (Berounka, Česko)"
ge808878,Kašparův vrch (Česko : přírodní památka)
ge808882,Kateřina (Česko : přírodní památka)
ge808885,Kopeckého pramen (Česko : přírodní památka)
ge808892,Královský hvozd (Česko : přírodní památka)
ge808901,Asten (Nizozemsko)
xx0183213,Horní Loučky (Česko)
ge809095,Krasíkov (Česko : přírodní památka)
ge809096,Loreta (Česko : přírodní památka)
ge809097,"Týnec (Klatovy, Česko : oblast)"
ge809100,Louka u Šnajberského rybníka (Česko : přírodní památka)
ge809101,Loupensko (Česko : přírodní památka)
ge809103,"Nezdice (Plzeň-jih, Česko : oblast)"
ge809215,Klabava (Česko : oblast)
ge809221,Naučná stezka Kaňonem Horní Berounky (Česko)
ge809271,Naučná stezka Putování za kasejovickým zlatem (Česko)
ge809280,Pod Starým hradem (Česko : přírodní památka)
ge809290,"Dobeš (Lukavec u Hořic, Česko)"
ge809604,El Tabo (Chile)
ge809820,"Slavník (Pačejovská pahorkatina, Česko : vrch)"
ge809823,Bad Steben (Německo)
ge809962,Gelnica (Slovensko : oblast)
ge809979,Berdjans‘k (Ukrajina)
ge810056,"Ledeburská zahrada (Praha, Česko)"
ge810067,"Malá Pálffyovská zahrada (Praha, Česko)"
ge810069,"U Sv. Jiří (Plzeň, Česko)"
ge810073,"Ke Skupovně (Chrást, Plzeň, Česko : ulice)"
ge810078,"Velká Pálffyovská zahrada (Praha, Česko)"
ge810080,Bad Gandersheim (Německo)
ge810088,"Žlutická ulice (Plzeň, Česko)"
ge810323,Shanxi (Čína : provincie)
ge810330,Ázád Kašmír (Pákistán)
ge810443,Oschersleben (Německo)
ge810445,Ascott-under-Wychwood (Anglie)
ge810447,Farmoor (Anglie)
ge810450,Bahnasā (Egypt)
ge810454,Lednický ostrov (Polsko)
ge810456,Lednica (Polsko : jezero)
ge810463,Osobovská skála (Česko)
xx0183529,"Nové Domky (Velký Beranov, Česko)"
ge810658,"Artolec (Nová Bystřice, Česko)"
ge810660,Barchovice (Česko)
ge810664,Hrabická Lada (Česko : zaniklá obec)
ge810665,"Hracholusky (Prachatice, Česko)"
ge810667,"Hrachov (Chyšky, Česko)"
ge810668,"Hrbov (Lhenice, Prachatice, Česko)"
ge810670,"Hrbovice (Chlumec, Ústí nad Labem, Česko)"
ge810672,Hrdoňov (Česko : zaniklá obec)
ge810673,"Hroznějovice (Hluboká nad Vltavou, Česko)"
ge810677,"Hrušov (Žimutice, Česko)"
ge810678,"Hřivno (Chotětov, Česko)"
ge810681,Jenišov (Česko : zaniklá obec)
ge810682,Josefův Důl (Česko : zaniklá obec)
ge810686,Mackova Lhota (Česko : zaniklá obec)
ge810687,"Masečín (Štěchovice, Praha-západ, Česko)"
ge810689,"Metánov (Častrov, Česko)"
ge810690,Biskajsko (Španělsko : provincie)
ge810691,"Milov (Prachatice, Česko : zaniklá obec)"
ge810693,Ondřejov (Česko : zaniklá obec)
ge810695,Ovesná (Česko : zaniklá obec)
ge810697,"Pekloves (Železnice, Česko)"
ge810709,Takšašíla (zaniklé město)
ge810813,Lampedusa (Itálie : ostrov)
ge810863,"Petrovice (Puklice, Česko)"
ge810996,Lužany (Česko : přírodní památka)
ge811000,Malenický pramen (Česko : přírodní památka)
ge811001,Dražeň (Česko : oblast)
ge811003,Malochova skalka (Česko : přírodní památka)
ge811007,Maršovy Chody (Česko : přírodní památka)
ge811011,Jičín-Nová Paka-Pecka-Trutnov-Chotěvice (Česko : železniční trať)
ge811255,"Hradištský park (Hradiště, Blovice, Česko)"
ge811260,Klabavská pahorkatina (Česko)
ge811262,"Kotel (Klabavská pahorkatina, Česko)"
ge811275,Cheonan (Korea)
ge811311,Medový Újezd (Česko : přírodní památka)
ge811313,Míšovské buky (Česko : přírodní památka)
ge811318,Mutěnínský lom (Česko : přírodní památka)
ge811319,Mutěnín (Česko : oblast)
ge811321,Niva u Volduch (Česko : přírodní památka)
ge811345,Sorkwity (Polsko)
ge811348,Pisz (Polsko)
xx0183649,"Haštal (Želiv, Česko)"
xx0183650,"Podmoklice (Semily, Česko)"
xx0183651,"Bolíkovice (Babice, Třebíč, Česko)"
xx0183652,"Horní Lažany (Lesonice, Třebíč, Česko)"
xx0183653,"Milatice (Šebkovice, Česko)"
xx0183654,"Vranín (Moravské Budějovice, Česko)"
ge811660,Město Albrechtice (Česko : oblast)
ge811665,Opavská pahorkatina (Česko a Polsko)
xx0183729,"Louka (Jemnice, Třebíč, Česko)"
ge812151,Neslovice (Česko)
ge812187,Lučina (Česko : řeka)
ge812199,"Dalov (Šternberk, Česko)"
ge812234,Veverka (Česko : potok)
ge812309,"Altmarkt (Drážďany, Německo)"
ge812369,Thula Thula (Jihoafrická republika : přírodní rezervace)
ge812410,Čertkus (Česko : přírodní památka)
ge812416,Upolínová louka pod Křížky (Česko : národní přírodní památka)
ge812485,"Tržnice - Nové Sady (Olomouc, Česko : tramvajová trasa)"
ge812585,Gommern (Německo)
ge812586,"Vogelsang (Gommern, Německo)"
ge812700,Obernautalsperre (Německo : vodní nádrž)
ge812807,Bar (Černá Hora : oblast)
ge812894,Dolenjske Toplice (Slovinsko)
ge813123,Chathamské ostrovy (Nový Zéland)
ge813127,Via Bohemica (obchodní stezka)
ge813182,"Jenišovice (Písek, Česko : zaniklá obec)"
ge813183,Peggau (Rakousko)
ge813188,Národní park Peak District (Anglie)
ge813190,parthská říše
ge813192,Pařezovský kopec (Česko : významný krajinný prvek)
ge813194,Pařezov (Česko : oblast)
ge813215,"Zámecký park Kinských (Valašské Meziřící, Česko)"
ge813283,Pilismarót (Maďarsko)
ge813284,Basaharc (Maďarsko)
ge813285,Novoveská draha (Česko : přírodní památka)
ge813290,Obří zámek (Česko : přírodní památka)
ge813293,"Šumice (Brno-venkov, Česko)"
ge813375,"Hrobská Zahrádka (Obrataň, Česko)"
ge813376,"Hrušova Lhota (Přehořov, Tábor, Česko)"
ge813377,Hříšice (Česko)
ge813378,"Humenice (Horní Stropnice, Česko)"
ge813381,"Hůrka (Jistebnice, Česko)"
ge813382,"Hůrka (Nová Ves, České Budějovice, Česko)"
ge813386,"Hvozdno (Dolní Bukovsko, Česko)"
ge813387,"Chlebov (Soběslav, Česko)"
ge813389,"Chlístov (Kratušín, Česko)"
ge813390,"Chlístov (Nadějkov, Česko)"
ge813391,"Chlovy (Onšov, Pelhřimov, Česko)"
ge813393,"Chlumeček (Křemže, Česko)"
ge813394,"Chlumek (Hrejkovice, Česko)"
ge813395,Chobot (Česko)
ge813396,"Chocov (Mladá Vožice, Česko)"
ge813397,"Chocholatá Lhota (Vlachovo Březí, Česko)"
ge813398,"Cholunná (Žirovnice, Česko)"
ge813440,Šmarje pri Jelšah (Slovinsko)
ge813444,Šentjur pri Celju (Slovinsko)
ge813455,Altenmarkt bei Sankt Gallen (Rakousko)
ge813462,Sveti Duh na Ostrem Vrhu (Slovinsko)
ge813623,Brda (Slovinsko)
ge813765,"Horní Kramolín (Teplá, Cheb, Česko : oblast)"
ge814054,Izumo (Japonsko)
ge814070,Steinberge (Rakousko : pohoří)
ge814214,"Obcizna (Plzeň, Česko)"
ge814219,"Komenského ulice (Plzeň, Česko)"
ge814230,"Velká Lhota (Volfířov, Česko)"
ge814233,"Tříklasovice (Psárov, Česko)"
ge814234,Psárov (Česko)
ge814237,"Třebnice (Sedlčany, Česko)"
ge814238,"Chomoutova Lhota (Borotín, Tábor, Česko)"
ge814239,"Chotčiny (Dolní Hořice, Česko)"
ge814240,"Chvalkov (Čížkrajice, Česko)"
ge814241,"Chválkov (Mnich, Pelhřimov, Česko)"
ge814242,"Chválov (Drslavice, Prachatice, Česko)"
ge814245,"Chvalovice (Prachatice, Česko)"
ge814246,"Jablonec (Český Krumlov, Česko : zaniklá obec)"
ge814247,"Jakubín (Častrov, Česko)"
ge814250,"Jamný (Záhoří, Písek, Česko)"
ge814344,Takovo (Srbsko)
ge814347,Rudnik (Srbsko)
ge814350,Gornji Milanovac (Srbsko)
ge814354,Gornji Milanovac (Srbsko : oblast)
xx0184234,Zadní Doubice (Česko : zaniklá obec)
ge814390,"Pod Záhorskem (Plzeň, Česko : ulice)"
ge814452,Nižná Myšľa (Slovensko)
ge814672,holarktická oblast
ge814764,Západní Řecko (Řecko)
ge814862,"Velký Újezd (Olomouc, Česko : oblast)"
ge815210,"Janov (Mladá Vožice, Česko)"
ge815212,"Janov (Roudná, Tábor, Česko)"
ge815213,"Jaroměř (Malonty, Česko)"
ge815214,Jasánky (Česko : zaniklá obec)
ge815215,"Javoří (Jistebnice, Česko)"
ge815218,Jedlany (Česko)
ge815221,"Jelenov (Čáslavsko, Česko)"
ge815222,"Jeníčkova Lhota (Chotoviny, Česko)"
ge815273,Volyňka (Česko : řeka)
ge815277,Pravětínský potok (Česko)
ge815279,Port Angeles (Washington)
ge815286,Olympijský poloostrov (Washington)
ge815288,Orlovická hora (Česko : přírodní památka)
ge815416,"Pasečná (Přední Výtoň, Česko)"
ge815488,Novoural‘sk (Rusko)
ge815505,Krivaj (Chorvatsko)
ge816200,"Malý Bor (Klatovy, Česko : oblast)"
ge816210,Mužla (Slovensko)
ge816289,Přírodní rezervace Střela (Česko)
ge816382,Piotrówka (Polsko)
ge816523,Outer Banks (Severní Karolína : souostroví)
ge816536,Barycz (Polsko : řeka)
ge816539,Barycz (Polsko : řeka : oblast)
ge816544,Dolina Baryczy (Polsko : údolí)
ge816546,Osojno (Česko : přírodní památka)
xx0184641,"Dolní Jablonná (Přibyslav, Havlíčkův Brod, Česko)"
ge816679,"Osojno (Dražeň, Česko)"
ge816687,Skawina (Polsko : oblast)
ge816695,"Osojno (Dražeň, Česko : oblast)"
ge816713,Słupsk (Polsko : oblast)
ge816735,Skawina (Polsko)
ge816922,"Jelm (Horní Planá, Česko)"
ge816925,"Jenín (Dolní Dvořiště, Česko)"
ge816926,Ješkov (Česko : zaniklá obec)
ge816928,"Jetišov (Nihošovice, Česko)"
ge816930,"Jezviny (Jistebnice, Česko)"
ge816933,"Jirkalov (Stachy, Česko)"
ge816934,"Jiřetice (Čepřovice, Česko)"
ge816936,"Kahov (Prachatice, Česko)"
ge816937,"Kakovice (Předslavice, Česko)"
ge816941,"Kamenná Lhota (Borotín, Tábor, Česko)"
ge816967,Ars-sur-Formans (Francie)
ge817017,Belianska jaskyňa (Slovensko)
ge817136,Ivanovo (Rusko)
ge817285,Konya (Turecko)
ge817298,Naučná stezka Pověsti Holýšova (Česko)
